ENERGY STAR Unique ID,Brand Name,Model Number,Commercial Versus Residential,Indoor and Outdoor,Technology,Fixture Type,Total Light Output (lumens),Total Input Power (Watts),Energy Efficiency - Measured at the Source (lumens/Watt),Energy Efficiency - Measured Outside the Fixture (lumens/Watt),Appearance/Correlated Color Temperature (K),Color Quality (CRI),Light Source Life (hrs),Light Sources Per Fixture,Special Features,Date Available On Market,Date Certified,Markets
2215187,Vantage Lighting,A6VICPLEDX-2035K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215188,Vantage Lighting,A6VICPLEDX-2040K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215177,Vantage Lighting,A6VICPLEDX-3027K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215178,Vantage Lighting,A6VICPLEDX-3030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215189,Vantage Lighting,A6VICPLEDX-3035K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2205272,WAC,DS-CD06-S35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1965,43,N/A,57.9,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205283,WAC,DS-CD08-F27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3000,54,N/A,59.5,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205284,WAC,DS-CD08-F30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3000,54,N/A,59.5,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205285,WAC,DS-CD08-F35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3000,54,N/A,59.5,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205286,WAC,DS-CD08-N27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3400,54,N/A,64.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205287,WAC,DS-CD08-N30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3400,54,N/A,64.1,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205288,WAC,DS-CD08-N35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3400,54,N/A,64.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205289,WAC,DS-CD08-S27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3300,54,N/A,62.2,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205290,WAC,DS-CD08-S30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3300,54,N/A,62.2,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205291,WAC,DS-CD08-S35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,3300,54,N/A,62.2,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205232,WAC,DS-PD05-F27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1260,25.5,N/A,57.7,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205233,WAC,DS-PD05-F30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1360,25.5,N/A,57.7,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205234,WAC,DS-PD05-F35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1400,25.5,N/A,57.7,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205235,WAC,DS-PD05-N27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1260,25.5,N/A,56.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205236,WAC,DS-PD05-N30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1360,25.5,N/A,56.1,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205237,WAC,DS-PD05-N35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1400,25.5,N/A,56.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205238,WAC,DS-PD05-S27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1260,25.5,N/A,57.9,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205239,WAC,DS-PD05-S30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1360,25.5,N/A,57.9,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205240,WAC,DS-PD05-S35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1400,25.5,N/A,57.9,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205273,WAC,DS-PD06-F27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1815,43,N/A,57.7,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205274,WAC,DS-PD06-F30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1915,43,N/A,57.7,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205275,WAC,DS-PD06-F35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1965,43,N/A,57.7,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205276,WAC,DS-PD06-N27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1815,43,N/A,56.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205277,WAC,DS-PD06-N30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1915,43,N/A,56.1,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205278,WAC,DS-PD06-N35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1965,43,N/A,56.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205279,WAC,DS-PD06-S27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1815,43,N/A,57.9,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205280,WAC,DS-PD06-S30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1915,43,N/A,57.9,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205281,WAC,DS-PD06-S35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,1965,43,N/A,57.9,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2237797,HUSKY,542531XX,Residential,Indoor,LED,N/A,3500,50,N/A,76.8,2700,82,50000,N/A,Non-Dimmable,04/01/2015,04/09/2015,United States and Canada
2204570,Atlantic Lighting,LED70P-DLM2000-27K-3,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2204538,Atlantic Lighting,LED70P-DLM2000-27K-2,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2204248,Atlantic Lighting,LED70P-DLM2000-27K-1,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2252481,Hampton Bay,546681XX(XX=61-70),N/A,Indoor,LED,Inseparable SSL - Other,1000,14,N/A,76,2700,88,50000,N/A,#NAME?,11/13/2015,11/09/2015,United States and Canada
2241859,Hampton Bay,5900-SN,Residential,Indoor,LED,Inseparable SSL - Other,2100,29.3,N/A,76.5,2700,83,50000,4,Non-Dimmable,06/19/2015,06/19/2015,United States and Canada
2232188,Hampton Bay,5A1600-SN,Residential,Indoor,LED,Inseparable SSL - Other,211,4.8,N/A,54.4,2700,82,50000,1,Non-Dimmable,01/01/2015,01/30/2015,United States and Canada
2204590,Atlantic Lighting,LED6x6P-DLM2000-40K-,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,4000,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2216872,Hampton Bay,AD160-BR-B,Residential,Indoor,LED,Downlight Surface Mount,1079,17.1,N/A,63.2,3000,81,37000,N/A,Continuous Dimming,08/10/2014,08/01/2014,United States
2212865,Hampton Bay,AM215-XXX,Residential,Indoor,LED,Ceiling Fan Light Kit,1385,18,76.2,N/A,3000,84,50000,1,Continuous Dimming,06/01/2014,06/13/2014,United States and Canada
2171384,Hampton Bay,BPM 1691-PL,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,69,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2171318,Hampton Bay,BPM1691-PL,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,70.9,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2171385,Hampton Bay,BPN 1691P,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,69,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2171386,Hampton Bay,BPN1691P,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,70.9,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2192834,Hampton Bay,DC016LED,Residential,Indoor,LED,Ceiling Mount,2100,25,85.9,N/A,4000,84,50000,1,Continuous Dimming,10/20/2013,10/24/2013,United States and Canada
2172706,Hampton Bay,DC018P,Residential,Indoor,Fluorescent,Ceiling Mount,2982,54,67.7,N/A,4000,84,12000,2,Non-Dimmable,05/17/2011,06/06/2012,United States
2192835,Hampton Bay,DC032LED,Residential,Indoor,LED,Ceiling Mount,3400,41,83.1,N/A,4000,84,50000,1,Continuous Dimming,10/20/2013,10/24/2013,United States and Canada
2172707,Hampton Bay,DC032P,Residential,Indoor,Fluorescent,Ceiling Mount,3958,64,70.1,N/A,4000,84,12000,1,Non-Dimmable,05/17/2011,06/06/2012,United States
2160820,Hampton Bay,EFG 1011P-3,Residential,Indoor,Fluorescent,Ceiling Mount,900,13,69.1,N/A,2700,81,10000,1,Non-Dimmable,10/09/2010,03/31/2012,United States and Canada
2171387,Hampton Bay,GFC 1611P-2,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,69,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2171388,Hampton Bay,GFC1611P-2,Residential,Outdoor,Fluorescent,Porch (wall mounted),900,13,70.9,N/A,N/A,N/A,10000,N/A,Non-Dimmable,10/21/2009,03/31/2012,United States and Canada
2257427,Hampton Bay,GUV1691L-2,N/A,Indoor and Outdoor,LED,Inseparable SSL - Other,385,5.5,N/A,70.9,3000,83,50000,N/A,N/A,09/20/2015,01/27/2016,United States and Canada
2256140,Hampton Bay,GUV1691L-2/1PK,Residential,Indoor and Outdoor,LED,Outdoor (Wall Mounted),385,5,103.3,N/A,3000,83,50000,1,N/A,12/14/2015,12/14/2015,United States and Canada
2211094,Hampton Bay,HB1023-X,Residential,Indoor and Outdoor,LED,Ceiling Mount,1807,21,85.1,N/A,2700,80,54000,1,Continuous Dimming,05/01/2014,05/21/2014,United States and Canada
2226742,UP-SHINE,UP-DL32-5&6-11WN(300,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,930,11,N/A,86.6,3000,83,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226743,UP-SHINE,UP-DL32-5&6-11WN(400,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,930,11,N/A,86.6,4000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226744,UP-SHINE,UP-DL32-5&6-11WN(500,Commercial,Indoor,LED,Downlight Solid State Retrofit,960,11,N/A,89.2,5000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226737,UP-SHINE,UP-DL32-5&6-14WD(270,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1140,14,N/A,82.5,2700,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226738,UP-SHINE,UP-DL32-5&6-14WD(300,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1160,14,N/A,84.2,3000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226739,UP-SHINE,UP-DL32-5&6-14WD(400,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1200,14,N/A,86.4,4000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226740,UP-SHINE,UP-DL32-5&6-14WD(500,Commercial,Indoor,LED,Downlight Solid State Retrofit,1200,14,N/A,90.2,5000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226733,UP-SHINE,UP-DL32-5&6-14WN(270,Residential and Commercial,Indoor,LED,Downlight Recessed,1100,14,N/A,82.5,2700,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226734,UP-SHINE,UP-DL32-5&6-14WN(300,Residential and Commercial,Indoor,LED,Downlight Recessed,1150,14,N/A,85.2,3000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226735,UP-SHINE,UP-DL32-5&6-14WN(400,Residential and Commercial,Indoor,LED,Downlight Recessed,1200,14,N/A,89,4000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226736,UP-SHINE,UP-DL32-5&6-14WN(500,Commercial,Indoor,LED,Downlight Recessed,1250,14,N/A,92.4,5000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226729,UP-SHINE,UP-DL32-6-12WD(2700K,Residential and Commercial,Indoor,LED,Downlight Recessed,1000,12,N/A,90,2700,81,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2237868,HUSKY,542531XX,Residential,Indoor,LED,N/A,3500,50,N/A,76.8,4000,83,50000,N/A,Non-Dimmable,04/01/2015,04/09/2015,United States and Canada
2226730,UP-SHINE,UP-DL32-6-12WD(3000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1000,12,N/A,90.2,3000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226731,UP-SHINE,UP-DL32-6-12WD(4000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1000,12,N/A,93.1,4000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226732,UP-SHINE,UP-DL32-6-12WD(5000K,Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,12,N/A,96.8,5000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2229859,UP-SHINE,UP-DL32-6-12WN(2700K,Residential and Commercial,Indoor,LED,Downlight Recessed,1100,12,N/A,94.5,2700,81,35000,N/A,Non-Dimmable,10/01/2014,12/12/2014,United States and Canada
2229860,UP-SHINE,UP-DL32-6-12WN(3000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1100,12,N/A,96.6,3000,82,35000,N/A,Non-Dimmable,10/01/2014,12/12/2014,United States and Canada
2229861,UP-SHINE,UP-DL32-6-12WN(4000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1100,12,N/A,96.6,4000,82,35000,N/A,Non-Dimmable,10/01/2014,12/12/2014,United States and Canada
2229862,UP-SHINE,UP-DL32-6-12WN(5000K,Commercial,Indoor,LED,Downlight Recessed,1150,12,N/A,98.2,5000,82,35000,N/A,Non-Dimmable,10/01/2014,12/12/2014,United States and Canada
2226725,UP-SHINE,UP-DL32-6-15WD(2700K,Residential and Commercial,Indoor,LED,Downlight Recessed,1250,15,N/A,86.1,2700,81,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226726,UP-SHINE,UP-DL32-6-15WD(3000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1300,15,N/A,87.3,3000,83,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226727,UP-SHINE,UP-DL32-6-15WD(4000K,Residential and Commercial,Indoor,LED,Downlight Recessed,1300,15,N/A,89.6,4000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2215190,Vantage Lighting,A6VICPLEDX-3040K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214664,Vantage Lighting,A6VO(E)PLEDX-1127K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,2700,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214665,Vantage Lighting,A6VO(E)PLEDX-1130K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,3000,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214666,Vantage Lighting,A6VO(E)PLEDX-1135K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,3500,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214667,Vantage Lighting,A6VO(E)PLEDX-1140K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,4000,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214668,Vantage Lighting,A6VO(E)PLEDX-1527K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214669,Vantage Lighting,A6VO(E)PLEDX-1530K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214670,Vantage Lighting,A6VO(E)PLEDX-1535K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214671,Vantage Lighting,A6VO(E)PLEDX-1540K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214672,Vantage Lighting,A6VO(E)PLEDX-2027K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214673,Vantage Lighting,A6VO(E)PLEDX-2030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214674,Vantage Lighting,A6VO(E)PLEDX-2035K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214675,Vantage Lighting,A6VO(E)PLEDX-2040K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214676,Vantage Lighting,A6VO(E)PLEDX-3027K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214677,Vantage Lighting,A6VO(E)PLEDX-3030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2205292,WAC,DS-PD08-F27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3000,54,N/A,59.5,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205293,WAC,DS-PD08-F30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3000,54,N/A,59.5,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205294,WAC,DS-PD08-F35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3000,54,N/A,59.5,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205295,WAC,DS-PD08-N27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3400,54,N/A,64.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205296,WAC,DS-PD08-N30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3400,54,N/A,64.1,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205297,WAC,DS-PD08-N35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3400,54,N/A,64.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205298,WAC,DS-PD08-S27-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3300,54,N/A,62.2,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205299,WAC,DS-PD08-S30-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3300,54,N/A,62.2,3000,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205300,WAC,DS-PD08-S35-XX,Residential and Commercial,Indoor,LED,Downlight Pendant,3300,54,N/A,62.2,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205241,WAC,DS-WS05-F27A-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1350,25.5,N/A,55.5,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205244,WAC,DS-WS05-F27B-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1350,25.5,N/A,55.5,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205242,WAC,DS-WS05-F30A-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1350,25.5,N/A,55.5,3000,83,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
